ASV_ID,Cluster_ID,abundance,scientific_name,confidence_level
ASV272,52,3522,phylum_Synurophyceae_33859;Synurophyceae_33859;Ochromonadales_98652;Ochromonadaceae_88165;Poterioochromonas_88166;Poterioochromonas,High
ASV273,139,3494,Tubulinea_555369;Elardia_2681632;Euamoebida_180229;Hartmannellidae_5776;Ptolemeba_1525728;Ptolemeba,High
ASV274,-1,3476,Unclustered,Noise
ASV275,-1,3471,Unclustered,Noise
ASV276,-1,3469,Unclustered,Noise
ASV277,263,3442,Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157;Anopheles_7164;Anopheles,High
ASV278,216,3437,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Chordariaceae_66220;Hecatonema_86887;Hecatonema,Potentially Novel
ASV279,523,3436,Arthropoda_6656;Insecta_50557;Diptera_7147;Tephritidae_7211;Campiglossa_381350;Campiglossa,High
ASV280,-1,3432,Unclustered,Noise
ASV281,-1,3412,Unclustered,Noise
ASV282,-1,3411,Unclustered,Noise
ASV283,129,3404,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Achlya_4765;Achlya,High
ASV284,-1,3389,Unclustered,Noise
ASV285,-1,3386,Unclustered,Noise
ASV286,-1,3386,Unclustered,Noise
ASV287,-1,3349,Unclustered,Noise
ASV288,-1,3340,Unclustered,Noise
ASV289,-1,3338,Unclustered,Noise
ASV290,-1,3332,Unclustered,Noise
ASV291,-1,3332,Unclustered,Noise
ASV292,233,3323,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Hyaloperonospora_184462;Hyaloperonospora,High
ASV293,53,3312,phylum_Choanoflagellata_28009;Choanoflagellata_28009;Craspedida_1924738;Salpingoecidae_81529;Monosiga_81525;Monosiga,High
ASV294,110,3305,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Vexilliferidae_180225;Vexillifera_218659;Vexillifera,High
ASV295,-1,3293,Unclustered,Noise
ASV296,0,3292,Tubulinea_555369;Echinamoebida_2681631;order_family_Vermamoeba_1260114;family_Vermamoeba_1260114;Vermamoeba_1260114;Vermamoeba,High
ASV297,52,3289,phylum_Synurophyceae_33859;Synurophyceae_33859;Ochromonadales_98652;Ochromonadaceae_88165;Poterioochromonas_88166;Poterioochromonas,High
ASV298,519,3288,Arthropoda_6656;Arachnida_6854;Araneae_6893;Lycosidae_74973;Trochosa_74991;Trochosa,High
ASV299,-1,3280,Unclustered,Noise
ASV300,34,3271,Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128;Xylophanes_119289;Xylophanes,High
ASV301,349,3265,phylum_Choanoflagellata_28009;Choanoflagellata_28009;Craspedida_1924738;Salpingoecidae_81529;Monosiga_81525;Monosiga,High
ASV302,78,3264,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Lampyridae_7049;Emarginoptyx_2985488;Emarginoptyx,High
ASV303,63,3257,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Phytophthora_4783;Phytophthora,High
ASV304,0,3253,Tubulinea_555369;Echinamoebida_2681631;order_family_Vermamoeba_1260114;family_Vermamoeba_1260114;Vermamoeba_1260114;Vermamoeba,High
ASV305,0,3251,Tubulinea_555369;Echinamoebida_2681631;order_family_Vermamoeba_1260114;family_Vermamoeba_1260114;Vermamoeba_1260114;Vermamoeba,High
ASV306,411,3242,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV307,180,3240,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV308,468,3235,Arthropoda_6656;Arachnida_6854;Araneae_6893;Desidae_134570;Badumna_134571;Badumna,High
ASV309,-1,3227,Unclustered,Noise
ASV310,-1,3214,Unclustered,Noise
ASV311,-1,3210,Unclustered,Noise
ASV312,-1,3191,Unclustered,Noise
ASV313,-1,3176,Unclustered,Noise
ASV314,263,3159,Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157;Anopheles_7164;Anopheles,High
ASV315,567,3156,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Phytophthora_4783;Phytophthora,High
ASV316,-1,3150,Unclustered,Noise
ASV317,106,3130,Bacillariophyta_2836;Bacillariophyceae_33849;Bacillariales_33851;Bacillariaceae_33852;Pseudo_nitzschia_41953;Pseudo_nitzschia,High
ASV318,-1,3117,Unclustered,Noise
ASV319,131,3106,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Nothophytophthora_2025987;Nothophytophthora,High
ASV320,-1,3104,Unclustered,Noise
ASV321,-1,3092,Unclustered,Noise
ASV322,-1,3083,Unclustered,Noise
ASV323,535,3074,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Megachilidae_124286;Pseudoanthidium_1004237;Pseudoanthidium,Potentially Novel
ASV324,-1,3063,Unclustered,Noise
ASV325,-1,3061,Unclustered,Noise
ASV326,177,3054,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV327,-1,3050,Unclustered,Noise
ASV328,-1,3047,Unclustered,Noise
ASV329,43,3040,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Apolemiidae_316168;Apolemia_316169;Apolemia,High
ASV330,526,3037,Hemichordata_10219;Enteropneusta_10220;order_Harrimaniidae_10221;Harrimaniidae_10221;Meioglossus_1258549;Meioglossus,High
ASV331,347,3029,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Scytosiphonaceae_2891;Scytosiphon_27966;Scytosiphon,Potentially Novel
ASV332,264,3022,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV333,294,3020,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV334,294,3018,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV335,309,3005,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Scytosiphonaceae_2891;Petalonia_2892;Petalonia,High
ASV336,-1,3000,Unclustered,Noise
ASV337,601,2996,Mollusca_6447;Gastropoda_6448;Ellobiida_2340871;Ellobiidae_69683;Carychium_145634;Carychium,Potentially Novel
ASV338,-1,2960,Unclustered,Noise
ASV339,-1,2960,Unclustered,Noise
ASV340,337,2955,phylum_Chrysophyceae_2825;Chrysophyceae_2825;Chromulinales_96792;Chromulinaceae_98651;Pedospumella_1117029;Pedospumella,High
ASV341,-1,2952,Unclustered,Noise
ASV342,160,2946,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Phytophthora_4783;Phytophthora,High
ASV343,340,2939,phylum_Choanoflagellata_28009;Choanoflagellata_28009;Craspedida_1924738;Salpingoecidae_81529;Monosiga_81525;Monosiga,High
ASV344,-1,2927,Unclustered,Noise
ASV345,79,2909,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Pseudoperonospora_143452;Pseudoperonospora,Potentially Novel
ASV346,364,2896,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV347,-1,2880,Unclustered,Noise
ASV348,279,2874,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Vexilliferidae_180225;Vexillifera_218659;Vexillifera,High
ASV349,450,2866,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Hydridae_6080;Hydra_6083;Hydra,High
ASV350,-1,2863,Unclustered,Noise
ASV351,54,2861,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Encyrtidae_29051;Blepyrus_1542050;Blepyrus,Potentially Novel
ASV352,-1,2858,Unclustered,Noise
ASV353,-1,2854,Unclustered,Noise
ASV354,-1,2842,Unclustered,Noise
ASV355,390,2818,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Dasyaceae_35164;Heterosiphonia_94296;Heterosiphonia,High
ASV356,-1,2813,Unclustered,Noise
ASV357,91,2803,Arthropoda_6656;Insecta_50557;Hemiptera_7524;Veliidae_95677;Xenobates_572359;Xenobates,Potentially Novel
ASV358,-1,2797,Unclustered,Noise
ASV359,538,2794,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Agaonidae_75187;Ceratosolen_84507;Ceratosolen,High
ASV360,-1,2791,Unclustered,Noise
ASV361,-1,2780,Unclustered,Noise
ASV362,-1,2770,Unclustered,Noise
ASV363,-1,2756,Unclustered,Noise
ASV364,59,2747,Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197;Evandromyia_474171;Evandromyia,Potentially Novel
ASV365,-1,2746,Unclustered,Noise
ASV366,-1,2729,Unclustered,Noise
ASV367,32,2725,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Vexilliferidae_180225;Vexillifera_218659;Vexillifera,High
ASV368,574,2723,Arthropoda_6656;Hexanauplia_72037;Calanoida_6833;Calanidae_6835;Undinula_184746;Undinula,High
ASV369,19,2704,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Achlya_4765;Achlya,High
ASV370,-1,2704,Unclustered,Noise
ASV371,468,2699,Arthropoda_6656;Arachnida_6854;Araneae_6893;Desidae_134570;Badumna_134571;Badumna,High
ASV372,-1,2695,Unclustered,Noise
ASV373,485,2690,Bacillariophyta_2836;Mediophyceae_589449;Lithodesmiales_420271;Lithodesmiaceae_49247;Lithodesmium_59811;Lithodesmium,High
ASV374,230,2686,Arthropoda_6656;Insecta_50557;Megaloptera_50553;Corydalidae_50554;Archichauliodes_279418;Archichauliodes,High
ASV375,-1,2676,Unclustered,Noise
ASV376,468,2668,Arthropoda_6656;Arachnida_6854;Araneae_6893;Desidae_134570;Badumna_134571;Badumna,High
ASV377,438,2658,Basidiomycota_5204;Agaricomycetes_155619;Agaricales_5338;Squamanitaceae_2976386;Floccularia_144547;Floccularia,High
ASV378,-1,2656,Unclustered,Noise
ASV379,-1,2643,Unclustered,Noise
ASV380,500,2641,Bacillariophyta_2836;Mediophyceae_589449;Lithodesmiales_420271;Lithodesmiaceae_49247;Lithodesmium_59811;Lithodesmium,High
ASV381,-1,2633,Unclustered,Noise
ASV382,-1,2606,Unclustered,Noise
ASV383,-1,2605,Unclustered,Noise
ASV384,-1,2585,Unclustered,Noise
ASV385,-1,2582,Unclustered,Noise
ASV386,278,2579,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV387,665,2574,Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Oithonidae_136189;Oithona_136190;Oithona,High
ASV388,-1,2567,Unclustered,Noise
ASV389,-1,2566,Unclustered,Noise
ASV390,379,2553,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV391,471,2552,Mollusca_6447;Gastropoda_6448;order_Planorbidae_6524;Planorbidae_6524;Bulinus_157969;Bulinus,Potentially Novel
ASV392,234,2535,Arthropoda_6656;Arachnida_6854;Araneae_6893;Malkaridae_336670;Chilenodes_1654951;Chilenodes,High
ASV393,221,2535,Placozoa_10226;class_order_family_Polyplacotoma_2546582;order_family_Polyplacotoma_2546582;family_Polyplacotoma_2546582;Polyplacotoma_2546582;Polyplacotoma,High
ASV394,117,2528,Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564;Serrodes_695632;Serrodes,High
ASV395,599,2526,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Dictyotales_2873;Dictyotaceae_2874;Dictyotopsis_670094;Dictyotopsis,High
ASV396,-1,2519,Unclustered,Noise
ASV397,329,2497,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073;Amara_60755;Amara,High
ASV398,453,2493,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Phytopythium_795339;Phytopythium,High
ASV399,-1,2481,Unclustered,Noise
ASV400,0,2478,Tubulinea_555369;Echinamoebida_2681631;order_family_Vermamoeba_1260114;family_Vermamoeba_1260114;Vermamoeba_1260114;Vermamoeba,High
ASV401,-1,2473,Unclustered,Noise
ASV402,0,2471,Tubulinea_555369;Echinamoebida_2681631;order_family_Vermamoeba_1260114;family_Vermamoeba_1260114;Vermamoeba_1260114;Vermamoeba,High
ASV403,0,2463,Tubulinea_555369;Echinamoebida_2681631;order_family_Vermamoeba_1260114;family_Vermamoeba_1260114;Vermamoeba_1260114;Vermamoeba,High
ASV404,-1,2463,Unclustered,Noise
ASV405,216,2457,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Chordariaceae_66220;Hecatonema_86887;Hecatonema,Potentially Novel
ASV406,278,2456,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV407,448,2451,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Hydridae_6080;Hydra_6083;Hydra,High
ASV408,379,2451,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV409,652,2430,Annelida_6340;Polychaeta_6341;Eunicida_65495;Dorvilleidae_160440;Palpiphitime_864300;Palpiphitime,High
ASV410,-1,2421,Unclustered,Noise
ASV411,-1,2421,Unclustered,Noise
ASV412,22,2416,phylum_Chrysophyceae_2825;Chrysophyceae_2825;Chromulinales_96792;Chromulinaceae_98651;Pedospumella_1117029;Pedospumella,High
ASV413,548,2415,Arthropoda_6656;Arachnida_6854;Araneae_6893;Linyphiidae_81835;Orsonwelles_187196;Orsonwelles,High
ASV414,268,2404,Porifera_6040;Demospongiae_6042;Axinellida_1779152;Raspailiidae_261678;Trikentrion_484443;Trikentrion,High
ASV415,-1,2403,Unclustered,Noise
ASV416,-1,2399,Unclustered,Noise
ASV417,-1,2392,Unclustered,Noise
ASV418,-1,2376,Unclustered,Noise
ASV419,-1,2369,Unclustered,Noise
ASV420,231,2360,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Obeliidae_2750047;Obelia_32569;Obelia,High
ASV421,138,2352,Arthropoda_6656;Arachnida_6854;Scorpiones_6855;Iuridae_88314;Iurus_255302;Iurus,High
ASV422,0,2351,Tubulinea_555369;Echinamoebida_2681631;order_family_Vermamoeba_1260114;family_Vermamoeba_1260114;Vermamoeba_1260114;Vermamoeba,High
ASV423,35,2338,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Vexilliferidae_180225;Vexillifera_218659;Vexillifera,High
ASV424,-1,2336,Unclustered,Noise
ASV425,-1,2334,Unclustered,Noise
ASV426,285,2315,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Corynidae_6077;Sarsia_6078;Sarsia,High
ASV427,464,2314,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV428,484,2302,Arthropoda_6656;Arachnida_6854;Araneae_6893;Zodariidae_320584;Zodarion_700700;Zodarion,High
ASV429,262,2281,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV430,-1,2280,Unclustered,Noise
ASV431,-1,2279,Unclustered,Noise
ASV432,303,2278,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV433,148,2272,Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Mychodeaceae_50886;Mychodea_42022;Mychodea,High
ASV434,319,2266,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV435,-1,2264,Unclustered,Noise
ASV436,-1,2262,Unclustered,Noise
ASV437,-1,2261,Unclustered,Noise
ASV438,-1,2255,Unclustered,Noise
ASV439,268,2244,Porifera_6040;Demospongiae_6042;Axinellida_1779152;Raspailiidae_261678;Trikentrion_484443;Trikentrion,High
ASV440,294,2242,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV441,-1,2234,Unclustered,Noise
ASV442,-1,2233,Unclustered,Noise
ASV443,-1,2232,Unclustered,Noise
ASV444,-1,2227,Unclustered,Noise
ASV445,229,2221,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Cytaeididae_413643;Cytaeis_1254442;Cytaeis,High
ASV446,-1,2221,Unclustered,Noise
ASV447,-1,2218,Unclustered,Noise
ASV448,-1,2212,Unclustered,Noise
ASV449,-1,2206,Unclustered,Noise
ASV450,449,2202,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV451,10,2192,Arthropoda_6656;Insecta_50557;Diptera_7147;Agromyzidae_127399;Ophiomyia_341050;Ophiomyia,High
ASV452,-1,2178,Unclustered,Noise
ASV453,-1,2175,Unclustered,Noise
ASV454,-1,2170,Unclustered,Noise
ASV455,265,2167,Porifera_6040;Demospongiae_6042;Axinellida_1779152;Raspailiidae_261678;Trikentrion_484443;Trikentrion,High
ASV456,-1,2165,Unclustered,Noise
ASV457,397,2163,Bacillariophyta_2836;Mediophyceae_589449;Eupodiscales_33838;Parodontellaceae_2910914;Trieres_1529381;Trieres,High
ASV458,78,2157,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Lampyridae_7049;Emarginoptyx_2985488;Emarginoptyx,High
ASV459,-1,2156,Unclustered,Noise
ASV460,221,2156,Placozoa_10226;class_order_family_Polyplacotoma_2546582;order_family_Polyplacotoma_2546582;family_Polyplacotoma_2546582;Polyplacotoma_2546582;Polyplacotoma,High
ASV461,-1,2145,Unclustered,Noise
ASV462,-1,2130,Unclustered,Noise
ASV463,63,2121,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Phytophthora_4783;Phytophthora,High
ASV464,351,2118,Arthropoda_6656;Insecta_50557;Diptera_7147;Chamaemyiidae_189958;Chamaemyia_305621;Chamaemyia,High
ASV465,-1,2114,Unclustered,Noise
ASV466,-1,2112,Unclustered,Noise
ASV467,255,2104,Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nolidae_319783;Gadirtha_1414594;Gadirtha,High
ASV468,197,2103,Chordata_7711;Actinopteri_186623;Siluriformes_7995;Doradidae_31006;Rhynchodoras_1312665;Rhynchodoras,High
ASV469,286,2102,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV470,-1,2091,Unclustered,Noise
ASV471,25,2091,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073;Gehringia_63886;Gehringia,Potentially Novel
ASV472,-1,2090,Unclustered,Noise
ASV473,-1,2089,Unclustered,Noise
ASV474,51,2087,Bacillariophyta_2836;Mediophyceae_589449;Eupodiscales_33838;Parodontellaceae_2910914;Trieres_1529381;Trieres,High
ASV475,333,2082,Bacillariophyta_2836;Coscinodiscophyceae_33836;Thalassiosirales_33847;Skeletonemataceae_33848;Skeletonema_2842;Skeletonema,High
ASV476,-1,2077,Unclustered,Noise
ASV477,-1,2074,Unclustered,Noise
ASV478,-1,2073,Unclustered,Noise
ASV479,-1,2068,Unclustered,Noise
ASV480,-1,2055,Unclustered,Noise
ASV481,-1,2048,Unclustered,Noise
ASV482,229,2044,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Cytaeididae_413643;Cytaeis_1254442;Cytaeis,High
ASV483,22,2043,phylum_Chrysophyceae_2825;Chrysophyceae_2825;Chromulinales_96792;Chromulinaceae_98651;Pedospumella_1117029;Pedospumella,High
ASV484,0,2039,Tubulinea_555369;Echinamoebida_2681631;order_family_Vermamoeba_1260114;family_Vermamoeba_1260114;Vermamoeba_1260114;Vermamoeba,High
ASV485,-1,2029,Unclustered,Noise
ASV486,32,2023,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Vexilliferidae_180225;Vexillifera_218659;Vexillifera,High
ASV487,519,2013,Arthropoda_6656;Arachnida_6854;Araneae_6893;Lycosidae_74973;Trochosa_74991;Trochosa,High
ASV488,-1,1997,Unclustered,Noise
ASV489,148,1996,Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Mychodeaceae_50886;Mychodea_42022;Mychodea,High
ASV490,222,1991,Mollusca_6447;Gastropoda_6448;Stylommatophora_6527;Geomitridae_1920660;Xerocrassa_667734;Xerocrassa,High
ASV491,-1,1984,Unclustered,Noise
ASV492,-1,1983,Unclustered,Noise
ASV493,170,1968,Haptophyta_2830;class_Prymnesiales_73028;Prymnesiales_73028;Chrysochromulinaceae_1136790;Chrysochromulina_35140;Chrysochromulina,High
ASV494,343,1961,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Prayidae_154960;Praya_168784;Praya,High
ASV495,322,1958,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV496,-1,1955,Unclustered,Noise
ASV497,264,1949,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV498,285,1948,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Corynidae_6077;Sarsia_6078;Sarsia,High
ASV499,255,1947,Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nolidae_319783;Gadirtha_1414594;Gadirtha,High
ASV500,-1,1941,Unclustered,Noise
ASV501,-1,1937,Unclustered,Noise
ASV502,-1,1936,Unclustered,Noise
ASV503,-1,1932,Unclustered,Noise
ASV504,-1,1929,Unclustered,Noise
ASV505,306,1929,Discosea_555280;class_Longamoebia_1485168;Longamoebia_1485168;Acanthamoebidae_33677;Acanthamoeba_5754;Acanthamoeba,High
ASV506,214,1920,Echinodermata_7586;Holothuroidea_7705;Aspidochirotida_7682;Stichopodidae_7687;Stichopus_7691;Stichopus,Potentially Novel
ASV507,-1,1913,Unclustered,Noise
ASV508,-1,1906,Unclustered,Noise
ASV509,-1,1904,Unclustered,Noise
ASV510,-1,1904,Unclustered,Noise
ASV511,330,1900,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Ectocarpaceae_2878;Ectocarpus_2879;Ectocarpus,High
ASV512,571,1898,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Aphanomyces_100860;Aphanomyces,High
ASV513,-1,1895,Unclustered,Noise
ASV514,493,1893,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Rhodomelaceae_2803;Herposiphonia_717901;Herposiphonia,Potentially Novel
ASV515,-1,1887,Unclustered,Noise
ASV516,-1,1886,Unclustered,Noise
ASV517,75,1885,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Chordariaceae_66220;Papenfussiella_185796;Papenfussiella,Potentially Novel
ASV518,212,1882,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV519,80,1870,Arthropoda_6656;Arachnida_6854;Scorpiones_6855;Vaejovidae_33320;Konetontli_1532979;Konetontli,High
ASV520,-1,1868,Unclustered,Noise
ASV521,309,1867,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Scytosiphonaceae_2891;Petalonia_2892;Petalonia,High
ASV522,-1,1864,Unclustered,Noise
ASV523,356,1861,Rhodophyta_2763;Florideophyceae_2806;Rhodymeniales_29247;Fryeellaceae_748682;Fryeella_81604;Fryeella,High
ASV524,332,1859,Ascomycota_4890;Leotiomycetes_147548;order_family_Leohumicola_290614;family_Leohumicola_290614;Leohumicola_290614;Leohumicola,High
ASV525,-1,1857,Unclustered,Noise
ASV526,371,1856,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV527,-1,1854,Unclustered,Noise
ASV528,415,1852,Discosea_555280;class_Longamoebia_1485168;Longamoebia_1485168;Acanthamoebidae_33677;Acanthamoeba_5754;Acanthamoeba,High
ASV529,265,1850,Porifera_6040;Demospongiae_6042;Axinellida_1779152;Raspailiidae_261678;Trikentrion_484443;Trikentrion,High
ASV530,-1,1849,Unclustered,Noise
ASV531,-1,1844,Unclustered,Noise
ASV532,588,1843,Arthropoda_6656;Arachnida_6854;Araneae_6893;Linyphiidae_81835;Neriene_187179;Neriene,High
